name,price,rating,url,Processor,Processor_Gen,RAM,RAM_Type,Operating_System,SSD,Display_Size,Warranty,Graphics,Other_Specs,Description
SAMSUNG Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,36990,4.5,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-np750xgj-lg4in-thin-light-laptop/p/itm1ad811a174c21?pid=COMH4Y6KKRC9YSWE&lid=LSTCOMH4Y6KKRC9YSWERDUMZD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_30&otracker=search&otracker1=search&fm=organic&iid=717b984a-f230-4e7d-97f7-3270d8e4386c.COMH4Y6KKRC9YSWE.SEARCH&ppt=None&ppn=None&ssid=jmrd19w2rk0000001746435888630&qH=c06ea84a1e3dc3c6,Intel Core i3,Not Specified,8,LPDDR4X,Windows 11 Operating System,512 GB SSD,39.62,1 Year Onsite Warranty,Integrated,[],"Intel Core i3, 8 GB LPDDR4X, Windows 11 Operating System, 512 GB SSD, 39.62 cm Display, 1 Year Onsite Warranty"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,52990,4.3,https://www.flipkart.com/msi-thin-15-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-b12ucx-2471in-gaming-laptop/p/itmc1581367ea4e2?pid=COMGYSFG4WHPVAVZ&lid=LSTCOMGYSFG4WHPVAVZ6L3G5Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_31&otracker=search&otracker1=search&fm=organic&iid=en_6-wsMp9FH6qOdcG3ZZwVVCJMrAhk-sb_nPk5WbKkC0z667qGkhkQkBftyFuARS8U7yDOTuHOQi-51Jz9PDS4u_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=jmrd19w2rk0000001746435888630&qH=c06ea84a1e3dc3c6,Intel Core i5,Not Specified,16,DDR4,Windows 11 Operating System,512 GB SSD,39.62,2 Year Onsite Warranty,Integrated,[],"Intel Core i5, 16 GB DDR4, Windows 11 Operating System, 512 GB SSD, 39.62 cm Display, 2 Year Onsite Warranty"
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,57990,4.3,https://www.flipkart.com/acer-aspire-7-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-a715-79g-gaming-laptop/p/itm8208102c97f99?pid=COMH3G96J7CE6ZPH&lid=LSTCOMH3G96J7CE6ZPHSFRCM4&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_32&otracker=search&otracker1=search&fm=organic&iid=en_6-wsMp9FH6qOdcG3ZZwVVCJMrAhk-sb_nPk5WbKkC0xV8yDcHE9CJqmm4Mr5_G5qY4Pn44VTGtFT2amyr7LWEPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=jmrd19w2rk0000001746435888630&qH=c06ea84a1e3dc3c6,Intel Core i5,Not Specified,16,DDR4,Windows 11 Operating System,512 GB SSD,39.62,1 Year Onsite Warranty,Integrated,[],"Intel Core i5, 16 GB DDR4, Windows 11 Operating System, 512 GB SSD, 39.62 cm Display, 1 Year Onsite Warranty"
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A325-45 Thin and Light...,22899,3.9,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-n4500-8-gb-512-gb-ssd-windows-11-home-a325-45-thin-light-laptop/p/itm9ca67a1a3ea22?pid=COMH59ENQYHDYJGX&lid=LSTCOMH59ENQYHDYJGXYVQ9ST&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_33&otracker=search&otracker1=search&fm=organic&iid=717b984a-f230-4e7d-97f7-3270d8e4386c.COMH59ENQYHDYJGX.SEARCH&ppt=None&ppn=None&ssid=jmrd19w2rk0000001746435888630&qH=c06ea84a1e3dc3c6,Unknown,Not Specified,8,LPDDR4X,Windows 11 Home Operating System,512 GB SSD,39.62,1 Year International Travelers Warranty (ITW),Integrated,['Intel Celeron Dual Core Processor'],"8 GB LPDDR4X, Windows 11 Home Operating System, 512 GB SSD, 39.62 cm Display, 1 Year International Travelers Warranty (ITW), Intel Celeron Dual Core Processor"
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ527WS|X150...,40990,4.2,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj527ws-x1504za-nj522ws-thin-light-laptop/p/itm200184e4e0443?pid=COMH4Y6KZGGKYCGP&lid=LSTCOMH4Y6KZGGKYCGP6QZMPB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_34&otracker=search&otracker1=search&fm=organic&iid=717b984a-f230-4e7d-97f7-3270d8e4386c.COMH4Y6KZGGKYCGP.SEARCH&ppt=None&ppn=None&ssid=jmrd19w2rk0000001746435888630&qH=c06ea84a1e3dc3c6,Intel Core i5,Not Specified,8,DDR4,Windows 11 Operating System,512 GB SSD,39.62,1 Year Onsite Warranty,Integrated,[],"Intel Core i5, 8 GB DDR4, Windows 11 Operating System, 512 GB SSD, 39.62 cm Display, 1 Year Onsite Warranty"
"ASUS Vivobook 16 (2025), Copilot + PC with Office 2024 + M365 Basic*, AI PC Qualcomm Snapdragon X - (1...",62990,4,https://www.flipkart.com/asus-vivobook-16-2025-copilot-pc-office-2024-m365-basic-ai-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-x1607qa-mb049ws-thin-light-laptop/p/itmaff92a0acb4ff?pid=COMH9EVGZHTHHPFH&lid=LSTCOMH9EVGZHTHHPFHLX91AF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_35&otracker=search&otracker1=search&fm=organic&iid=717b984a-f230-4e7d-97f7-3270d8e4386c.COMH9EVGZHTHHPFH.SEARCH&ppt=None&ppn=None&ssid=jmrd19w2rk0000001746435888630&qH=c06ea84a1e3dc3c6,Qualcomm Snapdragon,Not Specified,16,LPDDR5X,Windows 11 Home Operating System,512 GB SSD,40.64,1 Year Onsite Warranty,Integrated,"['Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year, One-Month Membership of Adobe Creative Cloud All Apps']","Qualcomm Snapdragon, 16 GB LPDDR5X, Windows 11 Home Operating System, 512 GB SSD, 40.64 cm Display, 1 Year Onsite Warranty, Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year, One-Month Membership of Adobe Creative Cloud All Apps"
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Ho...",32990,4.3,https://www.flipkart.com/asus-vivobook-15-backlit-keyboard-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj321ws-thin-light-laptop/p/itmbe5bbf6a5168b?pid=COMGT2ZXC24MFNFA&lid=LSTCOMGT2ZXC24MFNFAH8MFND&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_36&otracker=search&otracker1=search&fm=organic&iid=717b984a-f230-4e7d-97f7-3270d8e4386c.COMGT2ZXC24MFNFA.SEARCH&ppt=None&ppn=None&ssid=jmrd19w2rk0000001746435888630&qH=c06ea84a1e3dc3c6,Intel Core i3,Not Specified,8,DDR4,Windows 11 Operating System,512 GB SSD,39.62,Not Specified,Integrated,['1-year warranty'],"Intel Core i3, 8 GB DDR4, Windows 11 Operating System, 512 GB SSD, 39.62 cm Display, 1-year warranty"
"ASUS Vivobook 16X for Creator, Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB ...",57990,4.2,https://www.flipkart.com/asus-vivobook-16x-creator-intel-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-k3605zf-rp258ws-gaming-laptop/p/itmd896b82bffaef?pid=COMH2XBQ9QNGRUQ5&lid=LSTCOMH2XBQ9QNGRUQ5ZT4YVQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_37&otracker=search&otracker1=search&fm=organic&iid=en_6-wsMp9FH6qOdcG3ZZwVVCJMrAhk-sb_nPk5WbKkC0wB4SauG24JMt3R08EtheMqQW5eC22JrNfggXej9hiS3_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=jmrd19w2rk0000001746435888630&qH=c06ea84a1e3dc3c6,Intel Core i5,Not Specified,16,DDR4,Windows 11 Operating System,512 GB SSD,40.64,1 Year Onsite Warranty,Integrated,[],"Intel Core i5, 16 GB DDR4, Windows 11 Operating System, 512 GB SSD, 40.64 cm Display, 1 Year Onsite Warranty"
CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,17490,4.1,https://www.flipkart.com/chuwi-intel-celeron-quad-core-12th-gen-n100-8-gb-256-gb-ssd-windows-11-home-gemibook-x-pro-laptop/p/itm95998eabab6f9?pid=COMGVBZBDZJXUZFC&lid=LSTCOMGVBZBDZJXUZFCFYZTJO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_38&otracker=search&otracker1=search&fm=organic&iid=en_6-wsMp9FH6qOdcG3ZZwVVCJMrAhk-sb_nPk5WbKkC0yj2l-99U6WCr0x8RSIUjjX5Skw8T1CURAa4g8_NrkhiQ%3D%3D&ppt=None&ppn=None&ssid=jmrd19w2rk0000001746435888630&qH=c06ea84a1e3dc3c6,Unknown,Not Specified,8,LPDDR5,64 bit Windows 11 Home Operating System,256 GB SSD,35.81,1 Year Onsite Warranty,Integrated,"['Intel Celeron Quad Core Processor (12th Gen)', 'WPS Office, Operating System Software']","8 GB LPDDR5, 64 bit Windows 11 Home Operating System, 256 GB SSD, 35.81 cm Display, 1 Year Onsite Warranty, Intel Celeron Quad Core Processor (12th Gen), WPS Office, Operating System Software"
Lenovo Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) G3 IAP Thin and Light Laptop,37791,4.2,https://www.flipkart.com/lenovo-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-g3-iap-thin-light-laptop/p/itm930d2b10f8362?pid=COMH7NDQBYSCBGNF&lid=LSTCOMH7NDQBYSCBGNFWMBLWO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_39&otracker=search&otracker1=search&fm=organic&iid=717b984a-f230-4e7d-97f7-3270d8e4386c.COMH7NDQBYSCBGNF.SEARCH&ppt=None&ppn=None&ssid=jmrd19w2rk0000001746435888630&qH=c06ea84a1e3dc3c6,Intel Core i5,Not Specified,8,DDR4,Windows 11 Home Operating System,512 GB SSD,39.62,1 Year Onsite Warranty,Integrated,['Microsoft Office Home & Student 2021'],"Intel Core i5, 8 GB DDR4, Windows 11 Home Operating System, 512 GB SSD, 39.62 cm Display, 1 Year Onsite Warranty, Microsoft Office Home & Student 2021"
ASUS Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK322...,34990,4.4,https://www.flipkart.com/asus-vivobook-go-15-oled-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-lk322ws-thin-light-laptop/p/itm3de88f71e558b?pid=COMGMGXFE9F37AMQ&lid=LSTCOMGMGXFE9F37AMQLGQ2YD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_40&otracker=search&otracker1=search&fm=organic&iid=717b984a-f230-4e7d-97f7-3270d8e4386c.COMGMGXFE9F37AMQ.SEARCH&ppt=None&ppn=None&ssid=jmrd19w2rk0000001746435888630&qH=c06ea84a1e3dc3c6,AMD Ryzen 3,Not Specified,8,LPDDR5,Windows 11 Operating System,512 GB SSD,39.62,1 Year Onsite Warranty,Integrated,[],"AMD Ryzen 3, 8 GB LPDDR5, Windows 11 Operating System, 512 GB SSD, 39.62 cm Display, 1 Year Onsite Warranty"
HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,95990,4.5,https://www.flipkart.com/hp-omen-amd-ryzen-7-octa-core-7840hs-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-4050-16-xd0015ax-gaming-laptop/p/itmabad31c69922e?pid=COMH28U4QR7GUZHM&lid=LSTCOMH28U4QR7GUZHMKTPBNH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_41&otracker=search&otracker1=search&fm=organic&iid=en_6-wsMp9FH6qOdcG3ZZwVVCJMrAhk-sb_nPk5WbKkC0xG9VFC7fXca7RWnHmKFGDg-uk82eOYvxdNOSdKPl2ehfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=jmrd19w2rk0000001746435888630&qH=c06ea84a1e3dc3c6,AMD Ryzen 7,Not Specified,16,DDR5,Windows 11 Operating System,1 TB SSD,40.89,1 Year Onsite Warranty,Integrated,[],"AMD Ryzen 7, 16 GB DDR5, Windows 11 Operating System, 1 TB SSD, 40.89 cm Display, 1 Year Onsite Warranty"
ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Pro/4 GB Graphics/NVIDI...,52990,3.6,https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-5-hexa-core-7535hs-8-gb-512-gb-ssd-windows-11-pro-4-graphics-nvidia-geforce-rtx-2050-fa506nf-hn578w-laptop/p/itm10514ecd2a794?pid=COMH3BGBNJYFUAMQ&lid=LSTCOMH3BGBNJYFUAMQOWXSMQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_42&otracker=search&otracker1=search&fm=organic&iid=en_6-wsMp9FH6qOdcG3ZZwVVCJMrAhk-sb_nPk5WbKkC0zrjZ-_pGB-3X9YKk1ysMHURuZ3wxC9hBR-y9__A3Y0jfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=jmrd19w2rk0000001746435888630&qH=c06ea84a1e3dc3c6,AMD Ryzen 5,Not Specified,8,DDR5,Windows 11 Operating System,512 GB SSD,39.62,1 Year Onsite Warranty,Integrated,[],"AMD Ryzen 5, 8 GB DDR5, Windows 11 Operating System, 512 GB SSD, 39.62 cm Display, 1 Year Onsite Warranty"
Acer Aspire 3 AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) A325-42 Thin and Light L...,25990,4.1,https://www.flipkart.com/acer-aspire-3-amd-ryzen-quad-core-7330u-8-gb-512-gb-ssd-windows-11-home-a325-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397X2KJ8XCHR&lid=LSTCOMH397X2KJ8XCHRBDEAS1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_43&otracker=search&otracker1=search&fm=organic&iid=717b984a-f230-4e7d-97f7-3270d8e4386c.COMH397X2KJ8XCHR.SEARCH&ppt=None&ppn=None&ssid=jmrd19w2rk0000001746435888630&qH=c06ea84a1e3dc3c6,AMD Ryzen 3,Not Specified,8,DDR4,Windows 11 Operating System,512 GB SSD,39.62,1 Year Carry-in Warranty,Integrated,[],"AMD Ryzen 3, 8 GB DDR4, Windows 11 Operating System, 512 GB SSD, 39.62 cm Display, 1 Year Carry-in Warranty"
Lenovo IdeaPad Slim 5 AMD Ryzen 7 Octa Core 7735HS - (16 GB/512 GB SSD/Windows 11 Home) 13ARP10 Thin a...,61190,4.3,https://www.flipkart.com/lenovo-ideapad-slim-5-amd-ryzen-7-octa-core-7735hs-16-gb-512-gb-ssd-windows-11-home-13arp10-thin-light-laptop/p/itmce73e91ed2bfc?pid=COMH8ZYXDKUYTDW9&lid=LSTCOMH8ZYXDKUYTDW9OQ5RDT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_44&otracker=search&otracker1=search&fm=organic&iid=717b984a-f230-4e7d-97f7-3270d8e4386c.COMH8ZYXDKUYTDW9.SEARCH&ppt=None&ppn=None&ssid=jmrd19w2rk0000001746435888630&qH=c06ea84a1e3dc3c6,AMD Ryzen 7,Not Specified,16,LPDDR5X,Windows 11 Home Operating System,512 GB SSD,33.78,1 Year Onsite Warranty,Integrated,[],"AMD Ryzen 7, 16 GB LPDDR5X, Windows 11 Home Operating System, 512 GB SSD, 33.78 cm Display, 1 Year Onsite Warranty"
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A324-45 Thin and Light...,21990,3.9,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-n4500-8-gb-512-gb-ssd-windows-11-home-a324-45-thin-light-laptop/p/itmbbfe217e40d59?pid=COMHFZYZFVD2MCAB&lid=LSTCOMHFZYZFVD2MCABTLQNKG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_45&otracker=search&otracker1=search&fm=organic&iid=717b984a-f230-4e7d-97f7-3270d8e4386c.COMHFZYZFVD2MCAB.SEARCH&ppt=None&ppn=None&ssid=jmrd19w2rk0000001746435888630&qH=c06ea84a1e3dc3c6,Unknown,Not Specified,8,LPDDR4X,Windows 11 Operating System,512 GB SSD,35.56,1 Year Carry-in Warranty,Integrated,['Intel Celeron Dual Core Processor'],"8 GB LPDDR4X, Windows 11 Operating System, 512 GB SSD, 35.56 cm Display, 1 Year Carry-in Warranty, Intel Celeron Dual Core Processor"
Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,73990,4.3,https://www.flipkart.com/lenovo-loq-intel-core-i5-13th-gen-13450hx-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-15irx9d2-gaming-laptop/p/itm4a19730d181b4?pid=COMGYSFGHPSWGZSV&lid=LSTCOMGYSFGHPSWGZSV3LJ4MP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_46&otracker=search&otracker1=search&fm=organic&iid=717b984a-f230-4e7d-97f7-3270d8e4386c.COMGYSFGHPSWGZSV.SEARCH&ppt=None&ppn=None&ssid=jmrd19w2rk0000001746435888630&qH=c06ea84a1e3dc3c6,Intel Core i5,Not Specified,16,DDR5,Windows 11 Operating System,512 GB SSD,39.62,1Yr Warranty and 1 Yr Accidental Damage Protection,Integrated,['Office Home & Student 2021'],"Intel Core i5, 16 GB DDR5, Windows 11 Operating System, 512 GB SSD, 39.62 cm Display, 1Yr Warranty and 1 Yr Accidental Damage Protection, Office Home & Student 2021"
HP Pavilion Intel Core Ultra 5 125U - (16 GB/1 TB SSD/Windows 11 Home) 16-af0056TU Thin and Light Lapt...,69990,4.4,https://www.flipkart.com/hp-pavilion-intel-core-ultra-5-125u-16-gb-1-tb-ssd-windows-11-home-16-af0056tu-thin-light-laptop/p/itmb12a25b64f62b?pid=COMH4KYWQJYGZF2Z&lid=LSTCOMH4KYWQJYGZF2ZSWFIBP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_47&otracker=search&otracker1=search&fm=organic&iid=en_6-wsMp9FH6qOdcG3ZZwVVCJMrAhk-sb_nPk5WbKkC0zT-vbW_LE-oAnWdc35rGasEpvp7S3O8jmQ4_NDsnFEMvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=jmrd19w2rk0000001746435888630&qH=c06ea84a1e3dc3c6,Unknown,Not Specified,16,LPDDR5,Windows 11 Operating System,1 TB SSD,40.64,1 Year Onsite Warranty,Integrated,['Intel Core Ultra 5 Processor'],"16 GB LPDDR5, Windows 11 Operating System, 1 TB SSD, 40.64 cm Display, 1 Year Onsite Warranty, Intel Core Ultra 5 Processor"
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,59990,3.9,https://www.flipkart.com/hp-victus-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15-fa2703tx-gaming-laptop/p/itm280d703c08614?pid=COMH8VXV7FW2SDAX&lid=LSTCOMH8VXV7FW2SDAXP1L8IA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_48&otracker=search&otracker1=search&fm=organic&iid=en_6-wsMp9FH6qOdcG3ZZwVVCJMrAhk-sb_nPk5WbKkC0z8m6iiGMWFGJuJlTfp1FKSpLa2FZ81_9jiNI19W98Wu4E8waCTrWcncKeK_ydPfoM%3D&ppt=None&ppn=None&ssid=jmrd19w2rk0000001746435888630&qH=c06ea84a1e3dc3c6,Intel Core i5,Not Specified,16,DDR4,Windows 11 and Microsoft Office Home & Student Edition 2024,512 GB SSD,39.62,1 Year Carry-in Warranty,Integrated,[],"Intel Core i5, 16 GB DDR4, Windows 11 and Microsoft Office Home & Student Edition 2024, 512 GB SSD, 39.62 cm Display, 1 Year Carry-in Warranty"
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (12 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,59490,4.3,https://www.flipkart.com/lenovo-loq-intel-core-i5-12th-gen-12450hx-12-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15iax9d1-gaming-laptop/p/itm4a19730d181b4?pid=COMHY9Z86BTST9AG&lid=LSTCOMHY9Z86BTST9AGRWZEC9&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_koA7z_6omy65DZcY-phnqStHPnvqB1QmtedBthlZMECW4epZkPZZZ-ntRXh3Mc-qeYHxUqg84uBPhR9TNCFQNPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=1a2im4ss000000001746435899655&qH=c06ea84a1e3dc3c6,Intel Core i5,Not Specified,12,DDR5,Windows 11 Operating System,512 GB SSD,39.62,1Yr Warranty and 1 Yr Accidental Damage Protection,Integrated,['Office Home & Student 2021'],"Intel Core i5, 12 GB DDR5, Windows 11 Operating System, 512 GB SSD, 39.62 cm Display, 1Yr Warranty and 1 Yr Accidental Damage Protection, Office Home & Student 2021"
HP Victus Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,56990,4.3,https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15-fa1351tx-gaming-laptop/p/itm9ad6649afe111?pid=COMHY8KVNMU2S5QQ&lid=LSTCOMHY8KVNMU2S5QQSFQYGS&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=en_koA7z_6omy65DZcY-phnqStHPnvqB1QmtedBthlZMED24Z0XzSvjh0K654Gl5h7NY9bdStiudZJopYVeEW3B7PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=1a2im4ss000000001746435899655&qH=c06ea84a1e3dc3c6,Intel Core i5,Not Specified,16,DDR4,Windows 11 Operating System,512 GB SSD,39.62,1 Year Onsite Warranty,Integrated,[],"Intel Core i5, 16 GB DDR4, Windows 11 Operating System, 512 GB SSD, 39.62 cm Display, 1 Year Onsite Warranty"
Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light...,38990,4.3,https://www.flipkart.com/acer-aspire-3-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itm707770fddc7e9?pid=COMH4B6CGZKHKUV3&lid=LSTCOMH4B6CGZKHKUV37HVWQK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=fe74b171-e750-4171-8b37-e1bbab28b8c9.COMH4B6CGZKHKUV3.SEARCH&ppt=None&ppn=None&ssid=1a2im4ss000000001746435899655&qH=c06ea84a1e3dc3c6,Intel Core i5,Not Specified,16,DDR4,Windows 11 Operating System,512 GB SSD,35.56,1 Year Carry-in Warranty,Integrated,[],"Intel Core i5, 16 GB DDR4, Windows 11 Operating System, 512 GB SSD, 35.56 cm Display, 1 Year Carry-in Warranty"
SAMSUNG Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-...,51990,4.5,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg2in-np750xgj-lg2in-thin-light-laptop/p/itm820dc496ef160?pid=COMGZUYDGFJGHZR4&lid=LSTCOMGZUYDGFJGHZR4JPVIN2&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=default_BestsellerId_6bo%2Fb5g&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=fe74b171-e750-4171-8b37-e1bbab28b8c9.COMGZUYDGFJGHZR4.SEARCH&ppt=None&ppn=None&ssid=1a2im4ss000000001746435899655&qH=c06ea84a1e3dc3c6,Intel Core i5,Not Specified,16,LPDDR4X,Windows 11 Operating System,512 GB SSD,39.62,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,Integrated,[],"Intel Core i5, 16 GB LPDDR4X, Windows 11 Operating System, 512 GB SSD, 39.62 cm Display, 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories"
ASUS Expertbook P1 Intel Core i7 13th Gen 13620H - (32 GB/512 GB SSD/Windows 11 Home) P1403CVA-S60940W...,68990,3.8,https://www.flipkart.com/asus-expertbook-p1-intel-core-i7-13th-gen-13620h-32-gb-512-gb-ssd-windows-11-home-p1403cva-s60940ws-thin-light-laptop/p/itmc8b94112958cf?pid=COMH8Z2QT98FWRGH&lid=LSTCOMH8Z2QT98FWRGH3QRD3U&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=fe74b171-e750-4171-8b37-e1bbab28b8c9.COMH8Z2QT98FWRGH.SEARCH&ppt=None&ppn=None&ssid=1a2im4ss000000001746435899655&qH=c06ea84a1e3dc3c6,Intel Core i7,Not Specified,32,DDR5,Windows 11 Home Operating System,512 GB SSD,35.56,1 Year Onsite Warranty,Integrated,"['Microsoft Office Home 2024, Microsoft 365 Basic']","Intel Core i7, 32 GB DDR5, Windows 11 Home Operating System, 512 GB SSD, 35.56 cm Display, 1 Year Onsite Warranty, Microsoft Office Home 2024, Microsoft 365 Basic"
