name,price,rating,url,Processor,Processor_Gen,RAM,RAM_Type,Operating_System,SSD,Display_Size,Warranty,Graphics,Other_Specs,Description
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (12 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,59490,4.3,https://www.flipkart.com/lenovo-loq-intel-core-i5-12th-gen-12450hx-12-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15iax9d1-gaming-laptop/p/itm4a19730d181b4?pid=COMHY9Z86BTST9AG&lid=LSTCOMHY9Z86BTST9AGRWZEC9&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_VrR8wW9bzVWG04yS8VThO9OubFj-OluEC5PKKNDUDylPz7pcB8eZAJH0qclpaZ3reYHxUqg84uBPhR9TNCFQNPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=o69skc19ls0000001746435832520&qH=c06ea84a1e3dc3c6,Intel Core i5,Not Specified,12,DDR5,Windows 11 Operating System,512 GB SSD,39.62,1Yr Warranty and 1 Yr Accidental Damage Protection,Integrated,['Office Home & Student 2021'],"Intel Core i5, 12 GB DDR5, Windows 11 Operating System, 512 GB SSD, 39.62 cm Display, 1Yr Warranty and 1 Yr Accidental Damage Protection, Office Home & Student 2021"
HP Victus Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,56990,4.3,https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15-fa1351tx-gaming-laptop/p/itm9ad6649afe111?pid=COMHY8KVNMU2S5QQ&lid=LSTCOMHY8KVNMU2S5QQSFQYGS&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=en_VrR8wW9bzVWG04yS8VThO9OubFj-OluEC5PKKNDUDyk_1CsyMQruAeDZScvZva2LY9bdStiudZJopYVeEW3B7PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=o69skc19ls0000001746435832520&qH=c06ea84a1e3dc3c6,Intel Core i5,Not Specified,16,DDR4,Windows 11 Operating System,512 GB SSD,39.62,1 Year Onsite Warranty,Integrated,[],"Intel Core i5, 16 GB DDR4, Windows 11 Operating System, 512 GB SSD, 39.62 cm Display, 1 Year Onsite Warranty"
Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light...,38990,4.3,https://www.flipkart.com/acer-aspire-3-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itm707770fddc7e9?pid=COMH4B6CGZKHKUV3&lid=LSTCOMH4B6CGZKHKUV37HVWQK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=b6bd5232-b8c8-4b81-a603-2987e3be2d3f.COMH4B6CGZKHKUV3.SEARCH&ppt=None&ppn=None&ssid=o69skc19ls0000001746435832520&qH=c06ea84a1e3dc3c6,Intel Core i5,Not Specified,16,DDR4,Windows 11 Operating System,512 GB SSD,35.56,1 Year Carry-in Warranty,Integrated,[],"Intel Core i5, 16 GB DDR4, Windows 11 Operating System, 512 GB SSD, 35.56 cm Display, 1 Year Carry-in Warranty"
SAMSUNG Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-...,51990,4.5,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg2in-np750xgj-lg2in-thin-light-laptop/p/itm820dc496ef160?pid=COMGZUYDGFJGHZR4&lid=LSTCOMGZUYDGFJGHZR4JPVIN2&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=default_BestsellerId_6bo%2Fb5g&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=b6bd5232-b8c8-4b81-a603-2987e3be2d3f.COMGZUYDGFJGHZR4.SEARCH&ppt=None&ppn=None&ssid=o69skc19ls0000001746435832520&qH=c06ea84a1e3dc3c6,Intel Core i5,Not Specified,16,LPDDR4X,Windows 11 Operating System,512 GB SSD,39.62,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,Integrated,[],"Intel Core i5, 16 GB LPDDR4X, Windows 11 Operating System, 512 GB SSD, 39.62 cm Display, 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories"
ASUS Expertbook P1 Intel Core i7 13th Gen 13620H - (32 GB/512 GB SSD/Windows 11 Home) P1403CVA-S60940W...,68990,3.8,https://www.flipkart.com/asus-expertbook-p1-intel-core-i7-13th-gen-13620h-32-gb-512-gb-ssd-windows-11-home-p1403cva-s60940ws-thin-light-laptop/p/itmc8b94112958cf?pid=COMH8Z2QT98FWRGH&lid=LSTCOMH8Z2QT98FWRGH3QRD3U&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=b6bd5232-b8c8-4b81-a603-2987e3be2d3f.COMH8Z2QT98FWRGH.SEARCH&ppt=None&ppn=None&ssid=o69skc19ls0000001746435832520&qH=c06ea84a1e3dc3c6,Intel Core i7,Not Specified,32,DDR5,Windows 11 Home Operating System,512 GB SSD,35.56,1 Year Onsite Warranty,Integrated,"['Microsoft Office Home 2024, Microsoft 365 Basic']","Intel Core i7, 32 GB DDR5, Windows 11 Home Operating System, 512 GB SSD, 35.56 cm Display, 1 Year Onsite Warranty, Microsoft Office Home 2024, Microsoft 365 Basic"
HP Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0574TU Thin and Light Laptop,36990,4.5,https://www.flipkart.com/hp-intel-core-i3-13th-gen-1315u-16-gb-512-gb-ssd-windows-11-home-15-fd0574tu-thin-light-laptop/p/itm9126a589d1667?pid=COMHBFRJEWGN4FMY&lid=LSTCOMHBFRJEWGN4FMYNEJ3G6&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=en_VrR8wW9bzVWG04yS8VThO9OubFj-OluEC5PKKNDUDymCTLg1EbCDj0-O-UWTycQBHFPju3nSPZ-DpycojaBfPkKsf8s6I2Oz2HOgbXTo_9U%3D&ppt=None&ppn=None&ssid=o69skc19ls0000001746435832520&qH=c06ea84a1e3dc3c6,Intel Core i3,Not Specified,16,DDR4,Windows 11 Home Operating System,512 GB SSD,39.62,1 Year Onsite Warranty,Integrated,['MS Office Home 2024 + MISC PC Game Pass DA 3M'],"Intel Core i3, 16 GB DDR4, Windows 11 Home Operating System, 512 GB SSD, 39.62 cm Display, 1 Year Onsite Warranty, MS Office Home 2024 + MISC PC Game Pass DA 3M"
ASUS Expertbook P1 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) P1503CVA-S71042W...,62990,3.8,https://www.flipkart.com/asus-expertbook-p1-intel-core-i7-13th-gen-13620h-16-gb-512-gb-ssd-windows-11-home-p1503cva-s71042ws-thin-light-laptop/p/itmaaf79b8a24f17?pid=COMH8Z2QK37PNMFZ&lid=LSTCOMH8Z2QK37PNMFZYXNPS4&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=b6bd5232-b8c8-4b81-a603-2987e3be2d3f.COMH8Z2QK37PNMFZ.SEARCH&ppt=None&ppn=None&ssid=o69skc19ls0000001746435832520&qH=c06ea84a1e3dc3c6,Intel Core i7,Not Specified,16,DDR5,Windows 11 Home Operating System,512 GB SSD,39.62,1 Year Onsite Warranty,Integrated,"['Microsoft Office Home 2024, Microsoft 365 Basic']","Intel Core i7, 16 GB DDR5, Windows 11 Home Operating System, 512 GB SSD, 39.62 cm Display, 1 Year Onsite Warranty, Microsoft Office Home 2024, Microsoft 365 Basic"
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) SFG14-73...,70990,4.1,https://www.flipkart.com/acer-swift-go-14-touchscreen-ai-pc-intel-core-ultra-7-155h-16-gb-1-tb-ssd-windows-11-home-sfg14-73t-70n9-thin-light-laptop/p/itm174fc1bfd505f?pid=COMGZH2UFKEB5PP4&lid=LSTCOMGZH2UFKEB5PP4ZOS4QG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_8&otracker=search&otracker1=search&fm=organic&iid=b6bd5232-b8c8-4b81-a603-2987e3be2d3f.COMGZH2UFKEB5PP4.SEARCH&ppt=None&ppn=None&ssid=o69skc19ls0000001746435832520&qH=c06ea84a1e3dc3c6,Unknown,Not Specified,16,LPDDR5X,Windows 11 Operating System,1 TB SSD,35.56,1 Year Carry-in Warranty,Integrated,['Intel Core Ultra 7 Processor'],"16 GB LPDDR5X, Windows 11 Operating System, 1 TB SSD, 35.56 cm Display, 1 Year Carry-in Warranty, Intel Core Ultra 7 Processor"
Infinix Y4 Max Series Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,43490,4.2,https://www.flipkart.com/infinix-y4-max-series-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-yl613-thin-light-laptop/p/itmd28733993c713?pid=COMGWWBRSAFMWR3W&lid=LSTCOMGWWBRSAFMWR3WKB4J37&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=b6bd5232-b8c8-4b81-a603-2987e3be2d3f.COMGWWBRSAFMWR3W.SEARCH&ppt=None&ppn=None&ssid=o69skc19ls0000001746435832520&qH=c06ea84a1e3dc3c6,Intel Core i5,Not Specified,16,LPDDR4X,Windows 11 Operating System,512 GB SSD,40.64,1 Year Onsite Warranty,Integrated,['NA'],"Intel Core i5, 16 GB LPDDR4X, Windows 11 Operating System, 512 GB SSD, 40.64 cm Display, 1 Year Onsite Warranty, NA"
Lenovo Yoga Slim 7 Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) 14IMH9 Thin and Light La...,87990,4.2,https://www.flipkart.com/lenovo-yoga-slim-7-intel-core-ultra-155h-16-gb-1-tb-ssd-windows-11-home-14imh9-thin-light-laptop/p/itm77304edff3814?pid=COMH3G969EWNAHYG&lid=LSTCOMH3G969EWNAHYGM4NHIP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=b6bd5232-b8c8-4b81-a603-2987e3be2d3f.COMH3G969EWNAHYG.SEARCH&ppt=None&ppn=None&ssid=o69skc19ls0000001746435832520&qH=c06ea84a1e3dc3c6,Unknown,Not Specified,16,LPDDR5X,Windows 11 Operating System,1 TB SSD,35.56,1 Year Carry-in Warranty,Integrated,['Intel Core Ultra 7 Processor'],"16 GB LPDDR5X, Windows 11 Operating System, 1 TB SSD, 35.56 cm Display, 1 Year Carry-in Warranty, Intel Core Ultra 7 Processor"
SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows 1...,114990,4.9,https://www.flipkart.com/samsung-galaxy-book5-360-ai-pc-full-metal-chasis-intel-core-ultra-5-226v-16-gb-512-gb-ssd-windows-11-home-np750qha-2-1-laptop/p/itmc76ec3e8002b4?pid=COMH9PHPRY2KUCGG&lid=LSTCOMH9PHPRY2KUCGGMW1YZ7&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=en_VrR8wW9bzVWG04yS8VThO9OubFj-OluEC5PKKNDUDym03z1leE8Mfx9k8npGBrnABMaPYk766nwLiBt-PWtSGOvN4Mn-dv-pi277bRzMbnY%3D&ppt=None&ppn=None&ssid=o69skc19ls0000001746435832520&qH=c06ea84a1e3dc3c6,Unknown,Not Specified,16,LPDDR5X,Windows 11 Operating System,512 GB SSD,39.62,1 Year Onsite Warranty,Integrated,['Intel Core Ultra 5 Processor'],"16 GB LPDDR5X, Windows 11 Operating System, 512 GB SSD, 39.62 cm Display, 1 Year Onsite Warranty, Intel Core Ultra 5 Processor"
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,44990,4.3,https://www.flipkart.com/hp-backlit-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-15s-fy5002tu-thin-light-laptop/p/itm9046eaf5a4af9?pid=COMGZNSBS7Z959EW&lid=LSTCOMGZNSBS7Z959EWGCQAVA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=en_VrR8wW9bzVWG04yS8VThO9OubFj-OluEC5PKKNDUDynhjCLx9aSTxsnkk2jZe1jsdTwGRIrJDV-OYTTrkAVPcUhz9c-MSIoFe8xMxkfU6dM%3D&ppt=None&ppn=None&ssid=o69skc19ls0000001746435832520&qH=c06ea84a1e3dc3c6,Intel Core i5,Not Specified,8,DDR4,64 bit Windows 11 Operating System,512 GB SSD,39.62,1 Year Onsite Warranty,Integrated,[],"Intel Core i5, 8 GB DDR4, 64 bit Windows 11 Operating System, 512 GB SSD, 39.62 cm Display, 1 Year Onsite Warranty"
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 H...",45990,4.2,https://www.flipkart.com/asus-vivobook-15-backlit-keyboard-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-x1504za-nj540ws-x1504za-nj542ws-thin-light-laptop/p/itm200184e4e0443?pid=COMHYG8ZSP9DC2GZ&lid=LSTCOMHYG8ZSP9DC2GZECEZQA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=b6bd5232-b8c8-4b81-a603-2987e3be2d3f.COMHYG8ZSP9DC2GZ.SEARCH&ppt=None&ppn=None&ssid=o69skc19ls0000001746435832520&qH=c06ea84a1e3dc3c6,Intel Core i5,Not Specified,16,DDR4,Windows 11 Operating System,512 GB SSD,39.62,1 Year Onsite Warranty,Integrated,[],"Intel Core i5, 16 GB DDR4, Windows 11 Operating System, 512 GB SSD, 39.62 cm Display, 1 Year Onsite Warranty"
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/512 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,17990,3.8,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-8-gb-512-gb-ssd-windows-11-home-a311-45-thin-light-laptop/p/itmad38595c5a902?pid=COMH7NCZY2QDJ5Z4&lid=LSTCOMH7NCZY2QDJ5Z4RHDRWI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=b6bd5232-b8c8-4b81-a603-2987e3be2d3f.COMH7NCZY2QDJ5Z4.SEARCH&ppt=None&ppn=None&ssid=o69skc19ls0000001746435832520&qH=c06ea84a1e3dc3c6,Unknown,Not Specified,8,DDR4,64 bit Windows 11 Home Operating System,512 GB SSD,29.46,1 Year Warranty,Integrated,['Intel Celeron Dual Core Processor'],"8 GB DDR4, 64 bit Windows 11 Home Operating System, 512 GB SSD, 29.46 cm Display, 1 Year Warranty, Intel Celeron Dual Core Processor"
Lenovo Yoga Slim 7 Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) 14IMH9 Thin and Light ...,75900,4.5,https://www.flipkart.com/lenovo-yoga-slim-7-intel-core-ultra-5-125h-16-gb-512-gb-ssd-windows-11-home-14imh9-thin-light-laptop/p/itm77304edff3814?pid=COMH3FFPG5KG2XZJ&lid=LSTCOMH3FFPG5KG2XZJUG3D93&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=b6bd5232-b8c8-4b81-a603-2987e3be2d3f.COMH3FFPG5KG2XZJ.SEARCH&ppt=None&ppn=None&ssid=o69skc19ls0000001746435832520&qH=c06ea84a1e3dc3c6,Unknown,Not Specified,16,LPDDR5X,Windows 11 Operating System,512 GB SSD,35.56,1 Year Onsite Warranty,Integrated,['Intel Core Ultra 5 Processor'],"16 GB LPDDR5X, Windows 11 Operating System, 512 GB SSD, 35.56 cm Display, 1 Year Onsite Warranty, Intel Core Ultra 5 Processor"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,55990,4.3,https://www.flipkart.com/msi-thin-15-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-b12ucx-2471in-gaming-laptop/p/itmc1581367ea4e2?pid=COMGYSFG4WHPVAVZ&lid=LSTCOMGYSFG4WHPVAVZNV6AWO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=b6bd5232-b8c8-4b81-a603-2987e3be2d3f.COMGYSFG4WHPVAVZ.SEARCH&ppt=None&ppn=None&ssid=o69skc19ls0000001746435832520&qH=c06ea84a1e3dc3c6,Intel Core i5,Not Specified,16,DDR4,Windows 11 Operating System,512 GB SSD,39.62,2 Year Onsite Warranty,Integrated,[],"Intel Core i5, 16 GB DDR4, Windows 11 Operating System, 512 GB SSD, 39.62 cm Display, 2 Year Onsite Warranty"
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,16490,3.7,https://www.flipkart.com/chuwi-intel-celeron-dual-core-11th-gen-n4020-8-gb-256-gb-ssd-windows-11-home-herobook-pro-laptop/p/itm5e1f327988402?pid=COMGQHMZWHRXFWET&lid=LSTCOMGQHMZWHRXFWETVNWSPG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=en_VrR8wW9bzVWG04yS8VThO9OubFj-OluEC5PKKNDUDykPuXDWBPJo81SE9MPJCMgB6Z6l0VxYdaeKe8HdRG6ewg%3D%3D&ppt=None&ppn=None&ssid=o69skc19ls0000001746435832520&qH=c06ea84a1e3dc3c6,Unknown,Not Specified,8,DDR4,64 bit Windows 11 Operating System,256 GB SSD,35.81,1 Year Onsite Warranty,Integrated,"['Intel Celeron Dual Core Processor (11th Gen)', 'WPS Office, Operating System Software']","8 GB DDR4, 64 bit Windows 11 Operating System, 256 GB SSD, 35.81 cm Display, 1 Year Onsite Warranty, Intel Celeron Dual Core Processor (11th Gen), WPS Office, Operating System Software"
HP Intel Core 3 14th Gen 100U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd1253TU Thin and Light Laptop,36990,N/A,https://www.flipkart.com/hp-intel-core-3-14th-gen-100u-8-gb-512-gb-ssd-windows-11-home-15-fd1253tu-thin-light-laptop/p/itmd1340c4358c84?pid=COMHBFRJDZSGPFKZ&lid=LSTCOMHBFRJDZSGPFKZ5NBL2S&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=en_VrR8wW9bzVWG04yS8VThO9OubFj-OluEC5PKKNDUDymD_w_kONIU-Q5N33vzIDR7VxlBcjch65-mH0ghdkKxy2Vkv0XZFiOX7bbXdlao_f8%3D&ppt=None&ppn=None&ssid=o69skc19ls0000001746435832520&qH=c06ea84a1e3dc3c6,Unknown,Not Specified,8,DDR4,Windows 11 Home Operating System,512 GB SSD,39.62,1 Year Onsite Warranty,Integrated,"['Intel Core 3 Processor (14th Gen)', 'MS Office Home 2024 + MISC PC Game Pass DA 3M']","8 GB DDR4, Windows 11 Home Operating System, 512 GB SSD, 39.62 cm Display, 1 Year Onsite Warranty, Intel Core 3 Processor (14th Gen), MS Office Home 2024 + MISC PC Game Pass DA 3M"
Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) A325-42 Thin an...,38990,4,https://www.flipkart.com/acer-aspire-3-backlit-amd-ryzen-7-octa-core-7730u-16-gb-512-gb-ssd-windows-11-home-a325-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397XPF4Z3BMX&lid=LSTCOMH397XPF4Z3BMXL8O53G&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=b6bd5232-b8c8-4b81-a603-2987e3be2d3f.COMH397XPF4Z3BMX.SEARCH&ppt=None&ppn=None&ssid=o69skc19ls0000001746435832520&qH=c06ea84a1e3dc3c6,AMD Ryzen 7,Not Specified,16,DDR4,Windows 11 Operating System,512 GB SSD,39.62,1 Year Carry-in Warranty,Integrated,[],"AMD Ryzen 7, 16 GB DDR4, Windows 11 Operating System, 512 GB SSD, 39.62 cm Display, 1 Year Carry-in Warranty"
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,57990,4.3,https://www.flipkart.com/acer-aspire-7-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-a715-79g-gaming-laptop/p/itm8208102c97f99?pid=COMH3G96J7CE6ZPH&lid=LSTCOMH3G96J7CE6ZPHSFRCM4&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=b6bd5232-b8c8-4b81-a603-2987e3be2d3f.COMH3G96J7CE6ZPH.SEARCH&ppt=None&ppn=None&ssid=o69skc19ls0000001746435832520&qH=c06ea84a1e3dc3c6,Intel Core i5,Not Specified,16,DDR4,Windows 11 Operating System,512 GB SSD,39.62,1 Year Onsite Warranty,Integrated,[],"Intel Core i5, 16 GB DDR4, Windows 11 Operating System, 512 GB SSD, 39.62 cm Display, 1 Year Onsite Warranty"
DELL 15 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop,35990,3.3,https://www.flipkart.com/dell-15-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-3530-thin-light-laptop/p/itm99bfac135815b?pid=COMH8EPFESDFEHTG&lid=LSTCOMH8EPFESDFEHTGTIIZFZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=en_VrR8wW9bzVWG04yS8VThO9OubFj-OluEC5PKKNDUDykNFqYZmHn2PCga8uvjdSmRJ2WdiXjNtwyF96gNGBlVezaXAI15xQIPam6Hsx54Dy4%3D&ppt=None&ppn=None&ssid=o69skc19ls0000001746435832520&qH=c06ea84a1e3dc3c6,Intel Core i3,Not Specified,8,DDR4,Windows 11 Operating System,512 GB SSD,39.62,Not Specified,Integrated,"['My Dell (Dell Power Manager,Dell Support Assist)', '1 Year Onsite Hardware Service']","Intel Core i3, 8 GB DDR4, Windows 11 Operating System, 512 GB SSD, 39.62 cm Display, My Dell (Dell Power Manager,Dell Support Assist), 1 Year Onsite Hardware Service"
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and...,32990,4.2,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15iau7-thin-light-laptop/p/itmdfa8fc0e85938?pid=COMGP26H8PHCAMZE&lid=LSTCOMGP26H8PHCAMZEGEC9S3&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=en_VrR8wW9bzVWG04yS8VThO9OubFj-OluEC5PKKNDUDym9a2pyfiQKlN4fVo24nNEZLCP89JmAWfAxbG3paz1HaYE8waCTrWcncKeK_ydPfoM%3D&ppt=None&ppn=None&ssid=o69skc19ls0000001746435832520&qH=c06ea84a1e3dc3c6,Intel Core i3,Not Specified,8,DDR4,Windows 11 Operating System,512 GB SSD,39.62,Not Specified,Integrated,['1 Yr. Onsite + 1 Yr. Accidental Damage Protection'],"Intel Core i3, 8 GB DDR4, Windows 11 Operating System, 512 GB SSD, 39.62 cm Display, 1 Yr. Onsite + 1 Yr. Accidental Damage Protection"
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,48990,4.3,https://www.flipkart.com/hp-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-15s-fq5330tu-15-fd0111tu-thin-light-laptop/p/itm5b5f94f7b044c?pid=COMGXNZGJV3MEMWM&lid=LSTCOMGXNZGJV3MEMWMMNYA0K&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=b6bd5232-b8c8-4b81-a603-2987e3be2d3f.COMGXNZGJV3MEMWM.SEARCH&ppt=None&ppn=None&ssid=o69skc19ls0000001746435832520&qH=c06ea84a1e3dc3c6,Intel Core i5,Not Specified,16,DDR4,Windows 11 Operating System,512 GB SSD,39.62,Not Specified,Integrated,['1 Year Onsite warranty'],"Intel Core i5, 16 GB DDR4, Windows 11 Operating System, 512 GB SSD, 39.62 cm Display, 1 Year Onsite warranty"
Acer Aspire 3 Intel Core i3 13th Gen - (8 GB/256 GB SSD/Windows 11 Home) A324-53 Thin and Light Laptop,28990,4.2,https://www.flipkart.com/acer-aspire-3-intel-core-i3-13th-gen-8-gb-256-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itm58dc5baf51a9f?pid=COMH7NCZGUEHXDEN&lid=LSTCOMH7NCZGUEHXDENGYNLZA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=b6bd5232-b8c8-4b81-a603-2987e3be2d3f.COMH7NCZGUEHXDEN.SEARCH&ppt=None&ppn=None&ssid=o69skc19ls0000001746435832520&qH=c06ea84a1e3dc3c6,Intel Core i3,Not Specified,8,DDR4,64 bit Windows 11 Home Operating System,256 GB SSD,35.56,1 Year Warranty,Integrated,[],"Intel Core i3, 8 GB DDR4, 64 bit Windows 11 Home Operating System, 256 GB SSD, 35.56 cm Display, 1 Year Warranty"
Acer Aspire 3 Backlit AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) Aspire AS15-42 ...,34990,4.1,https://www.flipkart.com/acer-aspire-3-backlit-amd-ryzen-5-hexa-core-7430u-16-gb-512-gb-ssd-windows-11-home-as15-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397XW36HUXB8&lid=LSTCOMH397XW36HUXB8LCSOPU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_25&otracker=search&otracker1=search&fm=organic&iid=58c220a8-6bce-411e-a88d-12ab99ea3c10.COMH397XW36HUXB8.SEARCH&ppt=None&ppn=None&ssid=yehyuq260w0000001746435843754&qH=c06ea84a1e3dc3c6,AMD Ryzen 5,Not Specified,16,DDR4,Windows 11 Operating System,512 GB SSD,39.62,1 Year Carry-in Warranty,Integrated,[],"AMD Ryzen 5, 16 GB DDR4, Windows 11 Operating System, 512 GB SSD, 39.62 cm Display, 1 Year Carry-in Warranty"
